종목명,항목,내용
도로및공항기술사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1건설기술관리법 시행규칙제15조의4 품질시험 및 검사의 실시(별표11)건설공사 품질관리를 위한 품질관리자의 배치기준2건설기술관리법 시행규칙제8조 건설기술연구·개발사업의 협약체결 대상기관 등국토해양부령이 정하는 기관·협회·학회3건설기술관리법 시행령제4조 건설기술자의 범위(별표1)건설기술자의 범위4건설기술관리법 시행령제51조의2 감리원의 자격(별표3)감리원의 자격5건설산업기본법 시행령제13조 건설업의 등록기준(별표2)건설업의 등록기준6건설산업기본법 시행령제35조 건설기술자의 현장배치기준등(별표5)공사예정금액의 규모별 건설기술자 배치기준7건축법 시행규칙제36조의2 관계전문기술자건축물의 설계자 및 공사감리자가 받아야할 협력자의 자격8건축법 시행령제91조의3 관계전문기술자와의 협력건축물에 건축설비를 설치하는 경우 협력해야하는 관계전문기술자9건축사법제2조 정의건축사보의 정의10경찰공무원 승진임용 규정 시행규칙제15조 가점평정(별표7, 9)가점평정11경찰공무원임용령제16조 특별채용의 요건특별채용의 자격12고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제13고압가스 안전관리법 시행령제23조의2 가스기술기준위원회 위원의 선임 등가스기술기준위원회의위촉위원 14공무원수당 등에 관한 규정제14조 특수업무수당(별표11)특수업무수당지급15공무원임용시험령제27조 특별채용시험의 응시자격 등(별표7, 8)특별채용시험에 응시16공무원임용시험령제31조 채용시험의 특전(별표10, 12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증17공원구역내광물채굴허가사무처리규칙제6조 허가절차등광물채굴의 협의를 신청하고자 할때 서류 작성자18공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우19공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인퇴직공직자의 취업승인 요건20공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건21과학기술인공제회법제6조 회원의 자격공제회의 회원 자격22광업법 시행령제11조 현장조사를 하지 아니하는 사유단서에 따라 현장조사를 하지 아니하는 사유23교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격24교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정25교통안전법 시행령제32조 일반교통안전진단기관의 등록 등(별표4)교통안전진단을 하려는 자의 자격26국가공무원법제36조의2 채용시험의 가점채용시험의 가점27국가과학기술 경쟁력강화를 위한 이공계지원특별법제16조 기업의 이공계인력의 활용지원국가 및 지방자치단체는 벤처기업이 미취업상태에 있는 이공계 석사학위·박사학위를 취득한 자 또는 기술사자격을 취득한 자를 채용하는 경우 예산의 범위안에서 재정지원을 하거나 조세관계 법률이 정하는 바에 따라 세금감면 등 필요한 지원을 할 수 있음28국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제20조 연구기획평가사의 자격시험연구기획평가사 자격시험 일부 면제29국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제2조 이공계인력의 범위 등이공계인력의 정의30국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제6조 실태조사의 시기 및 방법 등이공계분야의 박사학위를 취득한 자 및 주요 이공계인력의 정의31국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대32국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격33국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대34국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산35국외유학에 관한 규정제5조 자비유학자격자비유학을 할수 있는자36국회인사규칙제20조 특별채용의 요건동종직무에 관한 자격증소지자를 특별채용하는 경우37군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제38군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산39군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격40군인사법 시행규칙제14조 부사관의 임용부사관의 자격41군인사법 시행령제44조 전역보류(별표2, 별표5)정밀장비기술자, 군의 필수기술분야에 종사하는 자의 범위42근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의43근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표1)직업능력개발훈련교사의자격 44근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자45근로자직업능력 개발법 시행령제42조 교원 등의 자격(별표1의2)기능대학의 교원 자격46근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대47기간제 및 단시간근로자 보호 등에 관한 법률 시행령제3조 기간제근로자 사용기간 제한의 예외기간제근로자 사용기간 제한의 예외48기능장려법 시행령제3조 영업의 우선적 인ㆍ허가등영업의 우선적 인ㆍ허가등49기술개발촉진법 시행령제15조 특정연구개발사업 참여기관 등의 기준연구전담요원의 자격50기술사법제11조 서명날인기술사가 설계도서등을 작성하거나 제작, 일부를 변경한 경우 그 설계도서등에 서명날인할 때 자격의 해당 기술분야 및 자격종목 명시51기술사법제15조 기술사회 회원기술사회원 자격52기술사법제2조 정의기술사의 정의53기술사법제6조 기술사사무소의 개설 등록등합동기술사 사무소 개설에 필요한 자격54기술사법 시행령제19조 합동기술사사무소의 등록기준 등합동사무소구성원의 요건55기술심리관규칙제2조 기술심리관의 자격기술심리관의 자격56기술의 이전 및 사업화 촉진에 관한 법률 시행령제16조 기술거래기관의 지정기준 등기술거래기관에 필요한 인력기준57기술의 이전 및 사업화 촉진에 관한 법률 시행령제32조 기술평가기관의 지정기준 등기술평가를 위한 전담인력 및 담당조직 등 대통령령이 정하는 기준을 갖춘 기관에 필요한 인력기준58독학에 의한 학위취득에 관한 법률 시행규칙제4조 국가기술자격취득자에 대한 시험면제범위등자격취득분야와 동일한 분야의 시험에 응시하는 자에 대하여는 해당 과정별 인정시험 면제59독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자60문화산업진흥 기본법 시행령제26조 기업부설창작연구소 등의 인력ㆍ시설 등의 기준기업부설창작연구소의 인력기준61방위사업법제6조 청렴서약제 및 옴부즈만제도옴부즈만의 자격62법원계약직공무원규칙제3조 채용자격(별표2)전문계약직공무원의 채용자격기준63병역법제53조 전시근로소집 대상 등전시근로소집 대상64병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원65부품·소재전문기업 등의 육성에 관한 특별조치법 시행령제14조 부품·소재기술개발전문기업의 지원기준 등부품·소재기술개발전문기업의 기술개발전담요원66비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위67산업디자인진흥법시행령제4조 연구 및 진흥사업의 참여기관등산업디자인에 관한 연구 및 진흥사업의 참여기관68산업안전보건법 시행규칙제120조 대상 사업장의 종류 등고용노동부령으로 정하는 자격을 갖춘 자69산업안전보건법 시행규칙제136조의2 시험의 일부 면제 등시험의 일부 면제70산업안전보건법 시행규칙제80조의5 석면해체·제거업자의 인력·시설 및 장비기준(별표10의4)석면해체 제거업자의 인력기준71산업안전보건법 시행령제26조의10 안전ㆍ보건교육의 위탁 전문기관 및 요건(별표6의2)안전ㆍ보건교육의 위탁 전문기관의 요건72산지관리법 시행령제28조 중앙산지관리위원회의 구성중앙산지관리위원회 위원73산지관리법 시행령제31조 지방산지관리위원회의 설치ㆍ운영 등지방산지관리위원회의 위원74석탄산업법 시행령제44조 실지조사할 자의 자격실지조사를 할 자로 지정받을 수 있는 자75선거관리위원회 공무원규칙제21조 특별채용의 요건(별표4)동종직무에 관한 자격증소지자를 특별채용76선거관리위원회 공무원규칙제29조 전직시험의 면제(별표13, 15)전직시험의 면제77선거관리위원회 공무원규칙제85조 전직시험이 면제되는 직급별 자격증 구분(별표13)전직시험이 면제되는 당해직급에 상응하는 자격증78선거관리위원회 공무원규칙제89조 채용시험의 특전(별표14, 15)자격증의 소지자가 6급이하 공무원채용시험에 응시하는 경우 점수 가산79선거관리위원회 공무원평정규칙제23조 자격증의 가점, (별표6)자격증의 가점평정80선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제81수도법 시행규칙제12조 수도시설관리자의 자격수도시설관리자의 자격82시설물의 안전관리에 관한 특별법 시행령제9조 기술자격취득자의 인정기준 등(별표2)확보하여야 하는 기술인력 중 기술자격취득자의 인정기준83엔지니어링기술 진흥법제3조의6 기술사의 고용확대정부가 엔지니어링활동주체의 기술사 고용 확대 권장84엔지니어링기술진흥법시행규칙제3조 엔지니어링활동주체의 신고기준(별표1)엔지니어링활동주체의 신고 기술인력85여성과학기술인육성및지원에관한법률시행령제2조 정의여성과학기술인의 자격86연구직 및 지도직공무원의 임용 등에 관한 규정제12조 전직시험의 면제(별표2의5)전직시험없이 전직임용 자격87연구직 및 지도직공무원의 임용 등에 관한 규정제26조의2 채용시험의 특전(별표5, 7)연구사 및 지도사공무원 채용시험 응시하는 경우 점수 가산88연구직 및 지도직공무원의 임용 등에 관한 규정제7조의2 특별채용시험의 응시자격(별표2의5)연구직 또는 지도직공무원의 특별채용시험 응시 자격89원자력법 시행령제283조 응시자격(별표5)원자력관계종사자의 면허시험 응시자격90자연재해대책법 시행령제32조의2 대행자의 등록요건 등(별표3)방재안전대책수립대행자 등록요건91장애물 없는 생활환경 인증에 관한 규칙제3조 인증기관의 지정인증기관의 심사전문인력기준92장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력93전기사업법제73조 전기안전관리자의 선임 등전기설비의 공사·유지 및 운용에 관한 안전관리업무를 수행하게 하기 위하여 필요한 전기안전관리자94전기사업법 시행규칙제33조 전기설비 검사자의 자격전기설비 검사자의 자격95전기사업법 시행규칙제40조 전기안전관리자의 선임 등(별표12)안전관리자와 안전관리보조원으로 구분하여 선임96전기사업법 시행규칙제42조 전기안전관리자 자격의 완화전기안전관리자로 선임할 수 있는 사람의 자격기준97전기사업법 시행규칙제43조 전기안전관리자의 직무대행자의 지정요건전기안전관리자의 직무대행자98전기사업법 시행규칙제44조 전기안전관리자의 자격 및 직무(별표12)안전관리보조원의 자격99전기사업법 시행규칙제50조의3 중대한 사고의 통보·조사(별표20)사고조사를 하게 할 수 있는 자100전력기술관리법 시행령제27조 설계업ㆍ감리업의 종류별 등록 기준 등(별표4, 별표5)설계업 또는 감리업 등록을 하려는 자의 인력 요건101조세특례제한법 시행령제5조 창업중소기업 등에 대한 세액감면창업중소기업 등에 대한 세액감면102주택법 시행령제62조의8 하자진단 및 하자감정안전진단기관의 자격103중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원104중소기업제품 구매촉진 및 판로지원에 관한 법률 시행규칙제12조 시험연구원의 지정 등(별표2)시험연구원의 지정기준105중소기업진흥에 관한 법률제48조 1차 시험의 면제1차 시험을 면제106중소기업창업 지원법 시행령제20조 중소기업상담회사의 등록요건(별표1)중소기업상담회사가 보유하여야 하는 전문인력107중소기업창업 지원법 시행령제6조 창업보육센터사업자의 지정(별표1)창업보육센터사업자의 전문인력108중소기업창업 지원법 시행령제9조 창업투자회사의 등록요건창업토자회사 전문인력109지방공무원 임용령제17조 특별임용의 요건특별임용 하려는 경우110지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산111지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정112지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산113지방자치단체를 당사자로 하는 계약에 관한 법률제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준 114지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산115지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원116지방자치법 시행령제26조 감사청구심의회감사청구심의회의 위원117지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원118지하수법 시행령제32조 지하수개발ㆍ이용시공업의 등록등(별표4)지하수개발·이용시공업의 등록 기준119철도안전법 시행규칙제52조 품질인증기관의 세부지정기준(별표15)품질인증기관의 세부지정기준120폐기물관리법 시행령제16조 기술관리대행자폐기물처리시설의 유지·관리에 관한 기술관리를 대행할 수 있는 자121해양환경관리법 시행규칙제23조 오염물질저장시설의 설치ㆍ운영기준(별표10)오염물질저장시설의 설치기준122해양환경관리법 시행규칙제74조 업무대행자의 지정(별표28, 29)해양환경측정기기의 정도검사·성능시험·검정 업무 대행자 지정기준123해외건설촉진법 시행령제5조 해외건설업의 업종 및 자격(별표2)해외건설업의 신고 자격124헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급125환경분야 시험·검사 등에 관한 법률 시행규칙제10조 검사대행자의 지정 등(별표6)검사대행자가 갖추어야 하는 기술능력"
도로및공항기술사,진로 및 전망,"- 시공회사, 설계회사, 관공서, 학계, 연구소 등에서 설계, 해석, 시공·감리부서로 진출할 수 있다. - 급격한 자동차보유대수의 증가, 국민소득의 향상과 생활양식의 변화로 관광·위락 등 여가통행수요의 계절적 집중, 수도권과 경부축에 교통수요 집중, 수출입 규모의 증가에 따른 수출입 화물통행 증가 등 도로교통수요의 증가에 따른 도로시설은 매우 낮은 증가실적을 보이고 있으며, 자동차 1대당 도로연장은 80년대 후반 이후 급격한 감소추세에 있다. 따라서 도"
도로및공항기술사,출제경향," 도로 및 공항에 관련된 전문지식 및 응용능력- 기술사로서의 지도감리·경영관리 능력, 자질 및 품위"
도로및공항기술사,취득방법,"① 시 행 처 : 한국산업인력공단② 관련학과 : 대학 및 전문대학에 개설되어 있는 토목공학, 건축공학, 교통학,                항공교통학 관련학과③ 시험과목   - 도로 및 교통, 도로구조물, 도로부대시설, 공항계획 및 공항부대시설,      기타 도로와 공항에 관한 사항④ 검정방법   - 필기 : 단답형 및 주관식 논술형(매교시당 100분, 총 400분)   - 면접 : 구술형 면접시험(30분 정도)⑤ 합격기준   - 전과목 평균 60점 이상 득점자 "
도시계획기술사,개요,"도시의 발전을 계획적으로 유도하고, 질서 있는 시가지를 형성하며, 시민의 건강, 문화 적인 생활, 지능적인 활동을 확보함을 목적으로 자원의 효율적인 이용을 극대화할 수  있는 전문인력의 필요성 대두되어 도입 시행. "
도시계획기술사,변천과정,’74.10.16. 대통령령 제7283호’91.10.31. 대통령령 제13494호현재 국토개발기술사(지역및도시계획) 도시계획기술사도시계획기술사
도시계획기술사,수행직무,"도시계획 분야에 관한 고도의 전문지식과 실무경험에 입각한 계획, 연구, 설계, 분석,  시험, 운영, 시공, 평가 또는 이에 관한 지도, 감리 등의 기술업부 수행. "
도시계획기술사,실시기관 홈페이지,http://www.q-net.or.kr
도시계획기술사,실시기관명,한국산업인력공단 
도시계획기술사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1건설기술관리법 시행규칙제15조의4 품질시험 및 검사의 실시(별표11)건설공사 품질관리를 위한 품질관리자의 배치기준2건설기술관리법 시행규칙제8조 건설기술연구·개발사업의 협약체결 대상기관 등국토해양부령이 정하는 기관·협회·학회3건설기술관리법 시행령제4조 건설기술자의 범위(별표1)건설기술자의 범위4건설기술관리법 시행령제51조의2 감리원의 자격(별표3)감리원의 자격5건설산업기본법 시행령제13조 건설업의 등록기준(별표2)건설업의 등록기준6건설산업기본법 시행령제35조 건설기술자의 현장배치기준등(별표5)공사예정금액의 규모별 건설기술자 배치기준7건축사법제2조 정의건축사보의 정의8경찰공무원임용령제16조 특별채용의 요건특별채용의 자격9고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제10공무원수당 등에 관한 규정제14조 특수업무수당(별표11)특수업무수당지급11공무원임용시험령제27조 특별채용시험의 응시자격 등(별표7, 8)특별채용시험에 응시12공무원임용시험령제31조 채용시험의 특전(별표10, 12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증13공원구역내광물채굴허가사무처리규칙제6조 허가절차등광물채굴의 협의를 신청하고자 할때 서류 작성자14공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우15공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인퇴직공직자의 취업승인 요건16공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건17과학기술인공제회법제6조 회원의 자격공제회의 회원 자격18광업법 시행령제11조 현장조사를 하지 아니하는 사유단서에 따라 현장조사를 하지 아니하는 사유19교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격20교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정21국가공무원법제36조의2 채용시험의 가점채용시험의 가점22국가과학기술 경쟁력강화를 위한 이공계지원특별법제16조 기업의 이공계인력의 활용지원국가 및 지방자치단체는 벤처기업이 미취업상태에 있는 이공계 석사학위·박사학위를 취득한 자 또는 기술사자격을 취득한 자를 채용하는 경우 예산의 범위안에서 재정지원을 하거나 조세관계 법률이 정하는 바에 따라 세금감면 등 필요한 지원을 할 수 있음23국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제20조 연구기획평가사의 자격시험연구기획평가사 자격시험 일부 면제24국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제2조 이공계인력의 범위 등이공계인력의 정의25국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제6조 실태조사의 시기 및 방법 등이공계분야의 박사학위를 취득한 자 및 주요 이공계인력의 정의26국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대27국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격28국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대29국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산30국외유학에 관한 규정제5조 자비유학자격자비유학을 할수 있는자31국회인사규칙제20조 특별채용의 요건동종직무에 관한 자격증소지자를 특별채용하는 경우32군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제33군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산34군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격35군인사법 시행규칙제14조 부사관의 임용부사관의 자격36군인사법 시행령제44조 전역보류(별표2, 별표5)정밀장비기술자, 군의 필수기술분야에 종사하는 자의 범위37근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의38근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표1)직업능력개발훈련교사의자격 39근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자40근로자직업능력 개발법 시행령제42조 교원 등의 자격(별표1의2)기능대학의 교원 자격41근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대42기간제 및 단시간근로자 보호 등에 관한 법률 시행령제3조 기간제근로자 사용기간 제한의 예외기간제근로자 사용기간 제한의 예외43기능장려법 시행령제3조 영업의 우선적 인ㆍ허가등영업의 우선적 인ㆍ허가등44기술개발촉진법 시행령제15조 특정연구개발사업 참여기관 등의 기준연구전담요원의 자격45기술사법제11조 서명날인기술사가 설계도서등을 작성하거나 제작, 일부를 변경한 경우 그 설계도서등에 서명날인할 때 자격의 해당 기술분야 및 자격종목 명시46기술사법제15조 기술사회 회원기술사회원 자격47기술사법제2조 정의기술사의 정의48기술사법제6조 기술사사무소의 개설 등록등합동기술사 사무소 개설에 필요한 자격49기술사법 시행령제19조 합동기술사사무소의 등록기준 등합동사무소구성원의 요건50기술심리관규칙제2조 기술심리관의 자격기술심리관의 자격51기술의 이전 및 사업화 촉진에 관한 법률 시행령제16조 기술거래기관의 지정기준 등기술거래기관에 필요한 인력기준52기술의 이전 및 사업화 촉진에 관한 법률 시행령제32조 기술평가기관의 지정기준 등기술평가를 위한 전담인력 및 담당조직 등 대통령령이 정하는 기준을 갖춘 기관에 필요한 인력기준53독학에 의한 학위취득에 관한 법률 시행규칙제4조 국가기술자격취득자에 대한 시험면제범위등자격취득분야와 동일한 분야의 시험에 응시하는 자에 대하여는 해당 과정별 인정시험 면제54독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자55문화산업진흥 기본법 시행령제26조 기업부설창작연구소 등의 인력ㆍ시설 등의 기준기업부설창작연구소의 인력기준56방위사업법제6조 청렴서약제 및 옴부즈만제도옴부즈만의 자격57법원계약직공무원규칙제3조 채용자격(별표2)전문계약직공무원의 채용자격기준58병역법제53조 전시근로소집 대상 등전시근로소집 대상59병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원60부품·소재전문기업 등의 육성에 관한 특별조치법 시행령제14조 부품·소재기술개발전문기업의 지원기준 등부품·소재기술개발전문기업의 기술개발전담요원61비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위62산업디자인진흥법시행령제4조 연구 및 진흥사업의 참여기관등산업디자인에 관한 연구 및 진흥사업의 참여기관63산지관리법 시행령제28조 중앙산지관리위원회의 구성중앙산지관리위원회 위원64산지관리법 시행령제31조 지방산지관리위원회의 설치ㆍ운영 등지방산지관리위원회의 위원65석탄산업법 시행령제44조 실지조사할 자의 자격실지조사를 할 자로 지정받을 수 있는 자66선거관리위원회 공무원규칙제21조 특별채용의 요건(별표4)동종직무에 관한 자격증소지자를 특별채용67선거관리위원회 공무원규칙제29조 전직시험의 면제(별표13, 15)전직시험의 면제68선거관리위원회 공무원규칙제85조 전직시험이 면제되는 직급별 자격증 구분(별표13)전직시험이 면제되는 당해직급에 상응하는 자격증69선거관리위원회 공무원규칙제89조 채용시험의 특전(별표14, 15)자격증의 소지자가 6급이하 공무원채용시험에 응시하는 경우 점수 가산70선거관리위원회 공무원평정규칙제23조 자격증의 가점, (별표6)자격증의 가점평정71선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제72엔지니어링기술 진흥법제3조의6 기술사의 고용확대정부가 엔지니어링활동주체의 기술사 고용 확대 권장73엔지니어링기술진흥법시행규칙제3조 엔지니어링활동주체의 신고기준(별표1)엔지니어링활동주체의 신고 기술인력74여성과학기술인육성및지원에관한법률시행령제2조 정의여성과학기술인의 자격75연구직 및 지도직공무원의 임용 등에 관한 규정제12조 전직시험의 면제(별표2의5)전직시험없이 전직임용 자격76연구직 및 지도직공무원의 임용 등에 관한 규정제26조의2 채용시험의 특전(별표5, 7)연구사 및 지도사공무원 채용시험 응시하는 경우 점수 가산77연구직 및 지도직공무원의 임용 등에 관한 규정제7조의2 특별채용시험의 응시자격(별표2의5)연구직 또는 지도직공무원의 특별채용시험 응시 자격78원자력법 시행령제283조 응시자격(별표5)원자력관계종사자의 면허시험 응시자격79자연재해대책법 시행령제32조의2 대행자의 등록요건 등(별표3)방재안전대책수립대행자 등록요건80장애물 없는 생활환경 인증에 관한 규칙제3조 인증기관의 지정인증기관의 심사전문인력기준81장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력82전력기술관리법 시행령제27조 설계업ㆍ감리업의 종류별 등록 기준 등(별표4, 별표5)설계업 또는 감리업 등록을 하려는 자의 인력 요건83조세특례제한법 시행령제5조 창업중소기업 등에 대한 세액감면창업중소기업 등에 대한 세액감면84주택법 시행령제62조의8 하자진단 및 하자감정안전진단기관의 자격85중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원86중소기업진흥에 관한 법률제48조 1차 시험의 면제1차 시험을 면제87중소기업창업 지원법 시행령제20조 중소기업상담회사의 등록요건(별표1)중소기업상담회사가 보유하여야 하는 전문인력88중소기업창업 지원법 시행령제6조 창업보육센터사업자의 지정(별표1)창업보육센터사업자의 전문인력89중소기업창업 지원법 시행령제9조 창업투자회사의 등록요건창업토자회사 전문인력90지방공무원 임용령제17조 특별임용의 요건특별임용 하려는 경우91지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산92지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정93지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산94지방자치단체를 당사자로 하는 계약에 관한 법률제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준 95지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산96지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원97지방자치법 시행령제26조 감사청구심의회감사청구심의회의 위원98지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원99지하수법 시행령제32조 지하수개발ㆍ이용시공업의 등록등(별표4)지하수개발·이용시공업의 등록 기준100폐기물관리법 시행령제16조 기술관리대행자폐기물처리시설의 유지·관리에 관한 기술관리를 대행할 수 있는 자101해외건설촉진법 시행령제5조 해외건설업의 업종 및 자격(별표2)해외건설업의 신고 자격102헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급"
